Gene stable ID	Gene type	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
ENSG00000125388	protein_coding	4	2965335	3042474
ENSG00000199335	snRNA	4	3045828	3045934
ENSG00000251075	antisense	4	3065198	3076241
ENSG00000197386	protein_coding	4	3076408	3245676
ENSG00000188981	protein_coding	4	3246096	3273465
ENSG00000159788	protein_coding	4	3294755	3441640
ENSG00000248840	pseudogene	4	3314239	3314785
ENSG00000248843	pseudogene	4	3325704	3326489
ENSG00000109758	protein_coding	4	3443614	3451211
ENSG00000175920	protein_coding	4	3465033	3503200
ENSG00000261643	sense_overlapping	4	3505324	3506184
ENSG00000163956	protein_coding	4	3508103	3534286
ENSG00000268781	protein_coding	4	3511523	3511678
ENSG00000270090	lincRNA	4	3546282	3550523
ENSG00000216560	protein_coding	4	3578596	3592438
ENSG00000250681	lincRNA	4	3634756	3635702
ENSG00000250632	lincRNA	4	3675320	3679582
ENSG00000250986	lincRNA	4	3760475	3765117
ENSG00000184160	protein_coding	4	3768075	3770251
ENSG00000251166	pseudogene	4	3891083	3891976
ENSG00000234386	pseudogene	4	3903293	3904321
ENSG00000249522	pseudogene	4	3912010	3912331
ENSG00000253917	processed_transcript	4	3916910	3957148
ENSG00000271977	pseudogene	4	3916914	3926001
ENSG00000251271	pseudogene	4	3937174	3944248
ENSG00000251669	pseudogene	4	3943487	3957146
ENSG00000250476	pseudogene	4	3968761	3969387
ENSG00000264106	miRNA	4	4038811	4038914
ENSG00000243894	pseudogene	4	4078438	4079218
ENSG00000221301	miRNA	4	4086061	4086208
ENSG00000250940	pseudogene	4	4088365	4088541
ENSG00000248669	pseudogene	4	4119652	4120011
ENSG00000198787	pseudogene	4	4128386	4129296
ENSG00000250381	pseudogene	4	4145185	4152148
ENSG00000250710	pseudogene	4	4158249	4159170
ENSG00000249844	pseudogene	4	4176046	4176965
ENSG00000163982	protein_coding	4	4190530	4228616
ENSG00000132406	protein_coding	4	4237269	4249950
ENSG00000145220	protein_coding	4	4269428	4291896
ENSG00000168826	protein_coding	4	4291924	4323513
ENSG00000248516	lincRNA	4	4323689	4335909
ENSG00000168824	protein_coding	4	4349867	4420785
ENSG00000168818	protein_coding	4	4417469	4544073
ENSG00000248221	sense_intronic	4	4477848	4483427
ENSG00000237170	pseudogene	4	4508805	4509504
ENSG00000247708	antisense	4	4543858	4712665
ENSG00000273396	lincRNA	4	4846164	4852554
ENSG00000163132	protein_coding	4	4861393	4865663
ENSG00000251587	pseudogene	4	4895909	4896900
ENSG00000200761	misc_RNA	4	4922497	4922791
ENSG00000170891	protein_coding	4	5016313	5021199
ENSG00000152953	protein_coding	4	5053169	5502725
ENSG00000252266	misc_RNA	4	5428612	5428711
ENSG00000201496	misc_RNA	4	5460308	5460608
ENSG00000082929	protein_coding	4	5526296	5529528
ENSG00000173040	protein_coding	4	5544499	5711275
ENSG00000072840	protein_coding	4	5712924	5830772
ENSG00000072832	protein_coding	4	5749811	5894785
ENSG00000263631	miRNA	4	5925002	5925055
ENSG00000181215	protein_coding	4	5958845	5991545
ENSG00000152969	protein_coding	4	6027926	6202318
ENSG00000249896	lincRNA	4	6202460	6240044
ENSG00000251408	lincRNA	4	6204055	6208376
ENSG00000269908	lincRNA	4	6241168	6241664
ENSG00000109501	protein_coding	4	6271576	6304992
ENSG00000074211	protein_coding	4	6322305	6565327
ENSG00000013288	protein_coding	4	6576902	6625089
ENSG00000179010	protein_coding	4	6641818	6644472
ENSG00000251580	lincRNA	4	6672452	6675557
ENSG00000170846	lincRNA	4	6675178	6677774
ENSG00000246526	lincRNA	4	6689175	6692246
ENSG00000268791	protein_coding	4	6693782	6694189
ENSG00000163993	protein_coding	4	6694796	6698897
ENSG00000178988	protein_coding	4	6709428	6711607
ENSG00000186222	protein_coding	4	6717842	6719387
ENSG00000170871	protein_coding	4	6783102	6885897
ENSG00000132405	protein_coding	4	6910969	7034845
ENSG00000265953	miRNA	4	6955016	6955101
ENSG00000187904	sense_overlapping	4	6997068	7000685
ENSG00000202392	misc_RNA	4	6998739	6999055
ENSG00000265550	miRNA	4	6999253	6999353
ENSG00000245748	antisense	4	7032281	7047958
ENSG00000173013	protein_coding	4	7042579	7044728
ENSG00000173011	protein_coding	4	7043626	7059679
ENSG00000109519	protein_coding	4	7060633	7069924
ENSG00000245468	lincRNA	4	7096298	7105112
ENSG00000200867	misc_RNA	4	7113815	7114126
ENSG00000184985	protein_coding	4	7194265	7744554
ENSG00000264658	miRNA	4	7312177	7312251
ENSG00000178597	protein_coding	4	7432022	7436700
ENSG00000266690	miRNA	4	7461755	7461845
ENSG00000272620	antisense	4	7755817	7780655
ENSG00000196526	protein_coding	4	7760441	7941653
ENSG00000228919	protein_coding	4	7940728	7942022
ENSG00000163995	protein_coding	4	7967039	8160559
ENSG00000207807	miRNA	4	8007028	8007108
ENSG00000273267	antisense	4	8024392	8024853
ENSG00000251460	antisense	4	8068255	8069451
ENSG00000250471	pseudogene	4	8176148	8176726
ENSG00000125089	protein_coding	4	8183799	8243530
ENSG00000170801	protein_coding	4	8271492	8308838
ENSG00000249145	lincRNA	4	8321903	8325590
ENSG00000248986	lincRNA	4	8322006	8325692
ENSG00000251615	lincRNA	4	8356817	8360065
ENSG00000087008	protein_coding	4	8368009	8442450
ENSG00000202054	rRNA	4	8394742	8394851
ENSG00000155275	protein_coding	4	8437867	8495258
ENSG00000251186	antisense	4	8455137	8456669
ENSG00000205959	lincRNA	4	8483997	8514337
ENSG00000155269	protein_coding	4	8560452	8621486
ENSG00000109625	protein_coding	4	8594387	8621488
ENSG00000250915	lincRNA	4	8747123	8747759
ENSG00000215612	protein_coding	4	8847802	8873543
ENSG00000258507	sense_intronic	4	8860441	8862553
ENSG00000197468	pseudogene	4	8951356	8952285
ENSG00000249272	pseudogene	4	8961354	8965707
ENSG00000250804	pseudogene	4	8983162	8984086
ENSG00000249347	pseudogene	4	8992181	8992532
ENSG00000271057	pseudogene	4	9022583	9022887
ENSG00000238726	miRNA	4	9025059	9025206
ENSG00000251313	pseudogene	4	9032012	9032792
ENSG00000250342	pseudogene	4	9053568	9053777
ENSG00000249767	pseudogene	4	9080749	9143334
ENSG00000163612	pseudogene	4	9155022	9167177
ENSG00000250268	pseudogene	4	9168023	9171996
ENSG00000264372	miRNA	4	9169955	9170020
ENSG00000229924	protein_coding	4	9172135	9178453
ENSG00000231396	protein_coding	4	9212383	9213975
ENSG00000232399	protein_coding	4	9212383	9228214
ENSG00000233136	protein_coding	4	9217131	9218723
ENSG00000227551	protein_coding	4	9221878	9223470
ENSG00000249482	pseudogene	4	9231367	9232959
ENSG00000223569	protein_coding	4	9236111	9237700
ENSG00000250231	pseudogene	4	9240856	9242448
ENSG00000249104	protein_coding	4	9245605	9247197
ENSG00000250844	protein_coding	4	9250356	9251948
ENSG00000248920	protein_coding	4	9255104	9256696
ENSG00000250745	protein_coding	4	9259850	9261442
ENSG00000249811	protein_coding	4	9264598	9266190
ENSG00000248933	protein_coding	4	9269345	9270937
ENSG00000250913	protein_coding	4	9274090	9274640
ENSG00000232264	protein_coding	4	9326891	9328483
ENSG00000230430	protein_coding	4	9331637	9333229
ENSG00000229579	protein_coding	4	9336384	9337976
ENSG00000227140	protein_coding	4	9341129	9342721
ENSG00000235780	protein_coding	4	9345874	9347466
ENSG00000231051	protein_coding	4	9350619	9352211
ENSG00000231637	protein_coding	4	9355364	9356956
ENSG00000251694	pseudogene	4	9360109	9361701
ENSG00000228856	protein_coding	4	9364855	9366447
ENSG00000205946	pseudogene	4	9369600	9370796
ENSG00000219492	protein_coding	4	9385743	9390709
ENSG00000188438	pseudogene	4	9400930	9405291
ENSG00000252307	rRNA	4	9412904	9412979
ENSG00000232773	pseudogene	4	9424039	9431428
ENSG00000186146	protein_coding	4	9446260	9452240
ENSG00000248364	pseudogene	4	9460981	9461970
ENSG00000215323	pseudogene	4	9470746	9471694
ENSG00000266246	miRNA	4	9472697	9472784
ENSG00000250884	pseudogene	4	9485365	9486349
ENSG00000251624	pseudogene	4	9495380	9499710
ENSG00000249866	pseudogene	4	9514554	9515523
ENSG00000249443	pseudogene	4	9523555	9523921
ENSG00000242034	pseudogene	4	9555234	9555605
ENSG00000221275	miRNA	4	9557789	9557937
ENSG00000244004	pseudogene	4	9564791	9565570
ENSG00000249799	pseudogene	4	9585566	9585755
ENSG00000265901	miRNA	4	9601952	9602051
ENSG00000250942	pseudogene	4	9678932	9679558
ENSG00000186234	pseudogene	4	9694119	9704578
ENSG00000251087	pseudogene	4	9705374	9712436
ENSG00000249563	pseudogene	4	9734994	9743985
ENSG00000250425	pseudogene	4	9756522	9757402
ENSG00000109667	protein_coding	4	9772777	10056560
ENSG00000169676	protein_coding	4	9783258	9785632
ENSG00000252002	rRNA	4	9794375	9794485
ENSG00000249219	antisense	4	9924438	9925770
ENSG00000250413	antisense	4	10008106	10011349
ENSG00000261490	sense_overlapping	4	10069713	10074643
ENSG00000071127	protein_coding	4	10075963	10118573
ENSG00000264931	miRNA	4	10080235	10080316
ENSG00000223086	rRNA	4	10117380	10117508
ENSG00000250393	pseudogene	4	10144991	10145279
ENSG00000251296	pseudogene	4	10168783	10169389
ENSG00000248777	pseudogene	4	10201447	10202296
ENSG00000271544	pseudogene	4	10239837	10239859
ENSG00000250040	pseudogene	4	10256550	10258245
ENSG00000250573	pseudogene	4	10261069	10261762
ENSG00000250074	pseudogene	4	10269519	10269855
ENSG00000250505	pseudogene	4	10286585	10287332
ENSG00000251278	pseudogene	4	10293819	10294332
ENSG00000251338	pseudogene	4	10296087	10297203
ENSG00000250613	pseudogene	4	10412620	10413268
ENSG00000178163	protein_coding	4	10441498	10459034
ENSG00000248419	pseudogene	4	10480148	10480547
ENSG00000109684	protein_coding	4	10488019	10686489
ENSG00000249334	lincRNA	4	10686627	10699285
ENSG00000207716	miRNA	4	11370451	11370545
ENSG00000250896	pseudogene	4	11373599	11374516
ENSG00000002587	protein_coding	4	11394774	11431389
ENSG00000222182	rRNA	4	11415675	11415784
ENSG00000251152	lincRNA	4	11470874	11479820
ENSG00000249631	lincRNA	4	11627338	11815582
ENSG00000248300	lincRNA	4	11742572	11771092
ENSG00000248262	lincRNA	4	11916291	11921312
ENSG00000266669	miRNA	4	12014971	12015065
ENSG00000251210	lincRNA	4	12225075	12252910
ENSG00000212282	snRNA	4	12314212	12314314
ENSG00000249995	pseudogene	4	12640710	12642633
ENSG00000249780	pseudogene	4	12641922	12642261
ENSG00000250371	lincRNA	4	12860725	12866585
ENSG00000250098	lincRNA	4	12949198	12950294
ENSG00000252235	snRNA	4	13052966	13053035
ENSG00000205940	pseudogene	4	13335038	13340281
ENSG00000157869	protein_coding	4	13362978	13485989
ENSG00000109705	protein_coding	4	13542454	13546674
ENSG00000246095	lincRNA	4	13547699	13549425
ENSG00000038219	protein_coding	4	13570362	13629347
ENSG00000266240	miRNA	4	13629489	13629581
ENSG00000249148	pseudogene	4	13633444	13634223
ENSG00000242209	pseudogene	4	13649321	13650024
ENSG00000250634	lincRNA	4	13656803	13978699
ENSG00000252092	miRNA	4	13660251	13660337
ENSG00000250497	lincRNA	4	13779001	13783781
ENSG00000224569	pseudogene	4	13978790	13979652
ENSG00000248698	lincRNA	4	14113592	14141676
ENSG00000251317	pseudogene	4	14127963	14128288
ENSG00000251679	lincRNA	4	14136560	14145216
ENSG00000249988	lincRNA	4	14166079	14244437
ENSG00000251412	lincRNA	4	14384747	14410702
ENSG00000248425	lincRNA	4	14392063	14395616
ENSG00000248360	lincRNA	4	14472089	14889793
ENSG00000251252	pseudogene	4	14507489	14508104
ENSG00000202449	snoRNA	4	14692334	14692456
ENSG00000247624	lincRNA	4	14911585	15003669
ENSG00000137449	protein_coding	4	15004298	15071777
ENSG00000249252	antisense	4	15006566	15429538
ENSG00000199420	misc_RNA	4	15095391	15095718
ENSG00000163145	protein_coding	4	15341442	15447790
ENSG00000251379	antisense	4	15359765	15421656
ENSG00000048342	protein_coding	4	15471489	15603180
ENSG00000249930	pseudogene	4	15494353	15494596
ENSG00000273133	antisense	4	15565321	15565876
ENSG00000118564	protein_coding	4	15606162	15683302
ENSG00000237765	protein_coding	4	15683285	15707188
ENSG00000109743	protein_coding	4	15704573	15739936
ENSG00000214846	pseudogene	4	15732585	15733250
ENSG00000248188	pseudogene	4	15744819	15745205
ENSG00000004468	protein_coding	4	15779898	15854853
ENSG00000251644	pseudogene	4	15866561	15867563
ENSG00000137440	protein_coding	4	15937192	15940363
ENSG00000137441	protein_coding	4	15961866	15970932
ENSG00000007062	protein_coding	4	15964699	16086001
ENSG00000251758	snRNA	4	16010299	16010410
ENSG00000169762	protein_coding	4	16162128	16229033
ENSG00000249234	antisense	4	16180562	16184743
ENSG00000263327	antisense	4	16228286	16321763
ENSG00000242358	pseudogene	4	16257931	16258178
ENSG00000248851	pseudogene	4	16309079	16309790
ENSG00000249506	pseudogene	4	16362309	16398946
ENSG00000248138	antisense	4	16402053	16513810
ENSG00000169744	protein_coding	4	16503164	16900432
ENSG00000249998	lincRNA	4	16974898	17075526
ENSG00000251212	pseudogene	4	17063501	17063788
ENSG00000250819	lincRNA	4	17173380	17187682
ENSG00000206780	snoRNA	4	17322369	17322505
ENSG00000215278	pseudogene	4	17429319	17429897
ENSG00000151552	protein_coding	4	17461884	17513857
ENSG00000249581	protein_coding	4	17516788	17528727
ENSG00000238536	snoRNA	4	17530560	17530663
ENSG00000249488	pseudogene	4	17553740	17554375
ENSG00000002549	protein_coding	4	17578815	17609595
ENSG00000249502	antisense	4	17589090	17616194
ENSG00000265011	misc_RNA	4	17596691	17596959
ENSG00000118579	protein_coding	4	17616254	17635728
ENSG00000047662	protein_coding	4	17630929	17783135
ENSG00000163257	protein_coding	4	17802278	17812381
ENSG00000109805	protein_coding	4	17812525	17846485
ENSG00000178177	protein_coding	4	17842822	18023499
ENSG00000235413	pseudogene	4	17913297	17914599
ENSG00000251048	lincRNA	4	18489685	18491131
ENSG00000248238	lincRNA	4	19173958	19458617
ENSG00000251816	rRNA	4	19183437	19183479
ENSG00000248515	lincRNA	4	19457059	19911315
ENSG00000249441	lincRNA	4	19748802	19756214
ENSG00000241612	pseudogene	4	19815372	19815854
ENSG00000250611	pseudogene	4	20039183	20039595
ENSG00000145147	protein_coding	4	20254883	20622184
ENSG00000248228	sense_intronic	4	20393812	20396479
ENSG00000207732	miRNA	4	20529898	20530007
ENSG00000163138	protein_coding	4	20697905	20754530
ENSG00000185774	protein_coding	4	20730239	21950422
ENSG00000272995	antisense	4	20768431	20768995
ENSG00000250243	antisense	4	21306165	21318108
ENSG00000250092	antisense	4	21583719	21615351
ENSG00000242768	pseudogene	4	21658134	21658492
ENSG00000248343	antisense	4	21699073	21720649
ENSG00000250039	antisense	4	21950638	22331953
ENSG00000239001	snRNA	4	22120606	22120712
ENSG00000152990	protein_coding	4	22346694	22517677
ENSG00000238383	snoRNA	4	22351073	22351177
ENSG00000244538	pseudogene	4	22595819	22596073
ENSG00000251516	pseudogene	4	22609124	22612686
ENSG00000249948	polymorphic_pseudogene	4	22694537	22821198
ENSG00000237350	pseudogene	4	22728998	22729573
ENSG00000248837	lincRNA	4	22999174	23058485
ENSG00000249645	lincRNA	4	23107125	23125110
ENSG00000249547	lincRNA	4	23236248	23287196
ENSG00000251220	pseudogene	4	23516563	23516907
ENSG00000250137	antisense	4	23562546	23770275
ENSG00000251292	lincRNA	4	23724885	23735202
ENSG00000109819	protein_coding	4	23756664	23905712
ENSG00000249453	antisense	4	23781213	23784183
ENSG00000222262	miRNA	4	24422799	24422924
ENSG00000265001	miRNA	4	24431455	24431523
ENSG00000109606	protein_coding	4	24519064	24586173
ENSG00000207697	miRNA	4	24521815	24521913
ENSG00000243005	misc_RNA	4	24564818	24565084
ENSG00000249256	pseudogene	4	24659695	24659998
ENSG00000261121	lincRNA	4	24661479	24673191
ENSG00000251638	pseudogene	4	24769671	24769953
ENSG00000248444	pseudogene	4	24773089	24774042
ENSG00000109610	protein_coding	4	24791534	24802464
ENSG00000181982	protein_coding	4	24807739	24981826
ENSG00000153012	protein_coding	4	25000469	25032501
ENSG00000109618	protein_coding	4	25121627	25162204
ENSG00000038210	protein_coding	4	25162263	25280714
ENSG00000271172	lincRNA	4	25222025	25222535
ENSG00000168228	protein_coding	4	25314407	25372005
ENSG00000264496	miRNA	4	25355592	25355693
ENSG00000053900	protein_coding	4	25378835	25420120
ENSG00000249320	pseudogene	4	25474139	25475437
ENSG00000248608	pseudogene	4	25506619	25508297
ENSG00000238632	snRNA	4	25600186	25600247
ENSG00000248545	lincRNA	4	25610333	25621087
ENSG00000228154	pseudogene	4	25624399	25625223
ENSG00000157765	protein_coding	4	25656923	25680370
ENSG00000242640	pseudogene	4	25680472	25680642
ENSG00000249277	pseudogene	4	25687824	25688080
ENSG00000250050	pseudogene	4	25719704	25721367
ENSG00000248133	pseudogene	4	25721377	25721652
ENSG00000251353	pseudogene	4	25721721	25722053
ENSG00000248654	pseudogene	4	25722138	25722678
ENSG00000091490	protein_coding	4	25749055	25865382
ENSG00000250541	antisense	4	25771888	25775199
ENSG00000250317	protein_coding	4	25863452	25931435
ENSG00000251009	lincRNA	4	25866503	25871172
ENSG00000248452	pseudogene	4	26113487	26115461
ENSG00000168214	protein_coding	4	26165077	26436541
ENSG00000163394	protein_coding	4	26483022	26492084
ENSG00000109680	protein_coding	4	26578059	26756973
ENSG00000265627	miRNA	4	26639012	26639112
ENSG00000200999	snoRNA	4	26703931	26704010
ENSG00000109689	protein_coding	4	26859300	27027003
ENSG00000240005	antisense	4	26861428	26862221
ENSG00000248340	pseudogene	4	26875183	26875971
ENSG00000251080	lincRNA	4	27135618	27141673
ENSG00000205830	lincRNA	4	27209127	27220026
ENSG00000249699	lincRNA	4	27219101	27283847
ENSG00000222206	misc_RNA	4	27224941	27225049
ENSG00000251325	lincRNA	4	27264128	27268876
ENSG00000250858	pseudogene	4	27586767	27587766
ENSG00000251410	lincRNA	4	27969345	27986685
ENSG00000250038	protein_coding	4	28363901	28404486
ENSG00000250064	lincRNA	4	28437071	28601897
ENSG00000243548	misc_RNA	4	28712820	28713094
ENSG00000250927	pseudogene	4	28824866	28825833
ENSG00000250190	lincRNA	4	28998146	29016216
ENSG00000249228	lincRNA	4	29048213	29050387
ENSG00000248176	lincRNA	4	29119930	29204392
ENSG00000248338	lincRNA	4	29216020	29222784
ENSG00000251373	pseudogene	4	29408722	29409634
ENSG00000251113	pseudogene	4	29467323	29469472
ENSG00000252303	snRNA	4	29512257	29512359
ENSG00000249542	pseudogene	4	29750379	29751722
ENSG00000212045	miRNA	4	29751818	29751932
ENSG00000249564	pseudogene	4	29909281	29909413
ENSG00000244031	pseudogene	4	29964266	29965380
ENSG00000248281	pseudogene	4	30008573	30009938
ENSG00000169851	protein_coding	4	30722037	31148422
ENSG00000249678	antisense	4	30777879	30795592
ENSG00000250624	pseudogene	4	30886065	30886804
ENSG00000251182	lincRNA	4	31172766	31213297
ENSG00000251434	lincRNA	4	31351906	31353347
ENSG00000249882	lincRNA	4	31508288	31560443
ENSG00000251129	lincRNA	4	31999019	32157028
ENSG00000251329	lincRNA	4	32352660	32354842
ENSG00000250076	pseudogene	4	33012570	33013368
ENSG00000249452	pseudogene	4	33239861	33240292
ENSG00000249766	pseudogene	4	33402160	33402301
ENSG00000248417	lincRNA	4	33435132	33439499
ENSG00000265035	miRNA	4	33538366	33538464
ENSG00000250954	lincRNA	4	33777969	34041515
ENSG00000251755	snRNA	4	33786557	33786615
ENSG00000250723	lincRNA	4	33852213	33981558
ENSG00000239983	pseudogene	4	33969796	33970148
ENSG00000248685	lincRNA	4	34122516	34271369
ENSG00000263814	miRNA	4	34388376	34388459
ENSG00000250597	lincRNA	4	34659228	34671054
ENSG00000238694	snoRNA	4	34967863	34967966
ENSG00000250416	pseudogene	4	35489434	35491372
ENSG00000206665	snRNA	4	35497520	35497625
ENSG00000047365	protein_coding	4	35949843	36246131
ENSG00000248466	pseudogene	4	36066682	36067348
ENSG00000247193	antisense	4	36245738	36275842
ENSG00000197057	protein_coding	4	36283244	36347378
ENSG00000251438	antisense	4	36312812	36394032
ENSG00000248215	lincRNA	4	36498159	36643522
ENSG00000251588	pseudogene	4	36507665	36510491
ENSG00000261761	lincRNA	4	37003438	37022330
ENSG00000247810	lincRNA	4	37080199	37127046
ENSG00000264319	miRNA	4	37243532	37243613
ENSG00000174145	protein_coding	4	37245842	37451087
ENSG00000154274	protein_coding	4	37455563	37625117
ENSG00000248936	antisense	4	37589709	37590497
ENSG00000181826	protein_coding	4	37592422	37687998
ENSG00000207075	misc_RNA	4	37701517	37701624
ENSG00000239532	pseudogene	4	37822983	37823460
ENSG00000169299	protein_coding	4	37828255	37864558
ENSG00000249863	pseudogene	4	37869913	37871599
ENSG00000065882	protein_coding	4	37892708	38140796
ENSG00000227325	pseudogene	4	37962056	37962665
ENSG00000250254	protein_coding	4	37962056	37962746
ENSG00000251332	pseudogene	4	37997115	37997824
ENSG00000249649	pseudogene	4	38008405	38008726
ENSG00000221495	miRNA	4	38240234	38240317
ENSG00000251642	lincRNA	4	38288615	38289112
ENSG00000248227	lincRNA	4	38368535	38387380
ENSG00000249534	lincRNA	4	38422283	38524801
ENSG00000249667	lincRNA	4	38511388	38519677
ENSG00000251635	lincRNA	4	38565624	38572292
ENSG00000231160	antisense	4	38614322	38666504
ENSG00000271958	lincRNA	4	38619886	38621058
ENSG00000196355	protein_coding	4	38628029	38666430
ENSG00000109787	protein_coding	4	38665817	38702663
ENSG00000222230	rRNA	4	38760412	38760513
ENSG00000174123	protein_coding	4	38773860	38784611
ENSG00000174125	protein_coding	4	38792298	38858438
ENSG00000174130	protein_coding	4	38825336	38858438
ENSG00000197712	protein_coding	4	38869298	38947360
ENSG00000207944	miRNA	4	38869653	38869748
ENSG00000121895	protein_coding	4	38968365	39034542
ENSG00000109790	protein_coding	4	39046659	39128477
ENSG00000249207	antisense	4	39114297	39128438
ENSG00000249685	lincRNA	4	39135533	39137228
ENSG00000157796	protein_coding	4	39184024	39287430
ENSG00000035928	protein_coding	4	39289076	39367995
ENSG00000206675	snRNA	4	39299225	39299331
ENSG00000222592	snRNA	4	39400769	39400868
ENSG00000134962	protein_coding	4	39408473	39453156
ENSG00000264621	miRNA	4	39413530	39413594
ENSG00000238797	misc_RNA	4	39443285	39443384
ENSG00000163682	protein_coding	4	39455744	39460568
ENSG00000121897	protein_coding	4	39460620	39479273
ENSG00000224097	pseudogene	4	39481875	39483525
ENSG00000109814	protein_coding	4	39500375	39529931
ENSG00000249348	antisense	4	39529639	39596327
ENSG00000163683	protein_coding	4	39547950	39640710
ENSG00000252796	snRNA	4	39622632	39622693
ENSG00000255458	lincRNA	4	39640760	39668264
ENSG00000078140	protein_coding	4	39699664	39784412
ENSG00000252975	misc_RNA	4	39711705	39711796
ENSG00000249019	pseudogene	4	39715462	39716071
ENSG00000243260	misc_RNA	4	39762620	39762919
ENSG00000180610	pseudogene	4	39771701	39773000
ENSG00000121892	protein_coding	4	39824483	39979576
ENSG00000271278	pseudogene	4	39934074	39935181
ENSG00000252970	rRNA	4	39938373	39938475
ENSG00000250568	pseudogene	4	39974748	39975062
ENSG00000231707	pseudogene	4	39975064	39975958
ENSG00000249064	pseudogene	4	40021860	40023137
ENSG00000205794	pseudogene	4	40044537	40058819
ENSG00000078177	protein_coding	4	40058446	40159872
ENSG00000200455	snRNA	4	40079504	40079602
ENSG00000201863	snoRNA	4	40084603	40084726
ENSG00000248977	pseudogene	4	40143818	40143985
ENSG00000260296	sense_overlapping	4	40168295	40169451
ENSG00000168421	protein_coding	4	40192673	40248587
ENSG00000250338	lincRNA	4	40267092	40268077
ENSG00000249241	lincRNA	4	40318502	40332436
ENSG00000174343	protein_coding	4	40337346	40357234
ENSG00000239010	snRNA	4	40379469	40379530
ENSG00000163694	protein_coding	4	40425272	40632892
ENSG00000250893	antisense	4	40428136	40429602
ENSG00000221122	miRNA	4	40465733	40465820
ENSG00000242197	pseudogene	4	40493750	40494041
ENSG00000263642	miRNA	4	40504057	40504136
ENSG00000179299	protein_coding	4	40751914	40812002
ENSG00000248780	pseudogene	4	40788127	40788727
ENSG00000163697	protein_coding	4	40812044	41218731
ENSG00000250906	antisense	4	40814796	40828168
ENSG00000207195	misc_RNA	4	40828672	40828782
ENSG00000238351	snoRNA	4	40870886	40870987
ENSG00000201736	rRNA	4	40992171	40992290
ENSG00000199790	snRNA	4	41086624	41086730
ENSG00000207198	snRNA	4	41115959	41116062
ENSG00000251173	antisense	4	41222091	41258744
ENSG00000154277	protein_coding	4	41258430	41270472
ENSG00000207481	misc_RNA	4	41305254	41305354
ENSG00000064042	protein_coding	4	41361624	41702061
ENSG00000239627	pseudogene	4	41391132	41391610
ENSG00000249216	antisense	4	41690875	41694814
ENSG00000249081	pseudogene	4	41724555	41725529
ENSG00000109132	protein_coding	4	41746099	41750987
ENSG00000250467	antisense	4	41750310	41826136
ENSG00000249122	lincRNA	4	41752362	41759358
ENSG00000200338	snRNA	4	41773962	41774120
ENSG00000249745	pseudogene	4	41844171	41845967
ENSG00000245870	lincRNA	4	41878498	41884628
ENSG00000249771	lincRNA	4	41885077	41896596
ENSG00000249887	pseudogene	4	41926197	41926397
ENSG00000109133	protein_coding	4	41937137	41962589
ENSG00000182308	protein_coding	4	41983713	41988476
ENSG00000272862	lincRNA	4	41990758	41991254
ENSG00000014824	protein_coding	4	41992489	42092474
ENSG00000249212	pseudogene	4	42031226	42032140
ENSG00000188848	protein_coding	4	42112955	42154895
ENSG00000250781	antisense	4	42283847	42393285
ENSG00000178343	protein_coding	4	42399856	42404504
ENSG00000124406	protein_coding	4	42410390	42659122
ENSG00000266058	miRNA	4	42448007	42448089
ENSG00000240167	pseudogene	4	42473827	42474397
ENSG00000248283	pseudogene	4	42563474	42564442
ENSG00000260519	antisense	4	42659513	42659945
ENSG00000251517	lincRNA	4	42708124	42709352
ENSG00000252595	misc_RNA	4	42894413	42894635
ENSG00000215203	protein_coding	4	42895284	43032675
ENSG00000248939	lincRNA	4	43135884	43236973
ENSG00000250657	processed_transcript	4	43342892	43347617
ENSG00000213851	pseudogene	4	43412058	43412954
ENSG00000248143	lincRNA	4	43459544	43494560
ENSG00000251501	pseudogene	4	43588345	43590114
ENSG00000239464	misc_RNA	4	43600559	43600854
ENSG00000239679	misc_RNA	4	43865291	43865563
ENSG00000124399	pseudogene	4	43900474	43901368
ENSG00000250863	lincRNA	4	43982023	43983637
ENSG00000251350	lincRNA	4	44018878	44024080
ENSG00000183783	protein_coding	4	44175926	44450824
ENSG00000266496	miRNA	4	44450022	44450127
ENSG00000251159	pseudogene	4	44535632	44535897
ENSG00000177752	protein_coding	4	44624086	44680573
ENSG00000151806	protein_coding	4	44680444	44702943
ENSG00000163281	protein_coding	4	44684217	44728612
ENSG00000273369	antisense	4	44695963	44696403
ENSG00000272936	antisense	4	44706422	44706982
ENSG00000249729	pseudogene	4	44842397	44843419
ENSG00000248987	pseudogene	4	44946032	44946978
ENSG00000248744	lincRNA	4	45011557	45053669
ENSG00000248320	pseudogene	4	45325270	45328045
ENSG00000224560	pseudogene	4	45416354	45416927
ENSG00000200720	snRNA	4	45482047	45482153
ENSG00000222257	misc_RNA	4	45997136	45997440
ENSG00000163285	protein_coding	4	46037786	46126098
ENSG00000260878	sense_overlapping	4	46245565	46246232
ENSG00000151834	protein_coding	4	46250444	46477247
ENSG00000249330	antisense	4	46392272	46435205
ENSG00000252243	snRNA	4	46533254	46533359
ENSG00000249936	pseudogene	4	46725793	46726625
ENSG00000170516	protein_coding	4	46736844	46911252
ENSG00000109158	protein_coding	4	46920917	46996424
ENSG00000163288	protein_coding	4	46995740	47428461
ENSG00000238301	snoRNA	4	47307951	47308054
