Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	HGNC symbol	Gene type
ENSG00000223652	122422943	122425994	5		antisense
ENSG00000249616	26739862	26741292	5		pseudogene
ENSG00000213655	122571773	122572064	5		pseudogene
ENSG00000207261	27111676	27111781	5	RNU6-738P	snRNA
ENSG00000250539	122736616	122738038	5	KRT8P33	pseudogene
ENSG00000249400	122804475	122805123	5	HMGB3P17	pseudogene
ENSG00000248490	27412720	27436518	5		lincRNA
ENSG00000202105	122846130	122846231	5		misc_RNA
ENSG00000079215	36606457	36688436	5	SLC1A3	protein_coding
ENSG00000235275	122971804	122973097	5	KRT18P16	pseudogene
ENSG00000250862	123556272	123556770	5	HMGB1P29	pseudogene
ENSG00000253807	123641923	123740772	5	LINC01170	lincRNA
ENSG00000250337	27472399	27496508	5	LINC01021	lincRNA
ENSG00000251421	123731296	123736088	5		lincRNA
ENSG00000251662	123731640	123736348	5		lincRNA
ENSG00000248600	123791066	123795791	5		lincRNA
ENSG00000251214	123795605	123796242	5		lincRNA
ENSG00000145723	102421704	102455855	5	GIN1	protein_coding
ENSG00000250438	123805284	123805594	5		lincRNA
ENSG00000248296	123828468	123872041	5		lincRNA
ENSG00000221721	27986282	27986392	5		miRNA
ENSG00000250079	28213466	28214666	5		pseudogene
ENSG00000170234	159488808	159546430	5	PWWP2A	protein_coding
ENSG00000249785	28286496	28287772	5		lincRNA
ENSG00000170231	159614374	159665742	5	FABP6	protein_coding
ENSG00000252867	28624764	28624870	5	RNU6-909P	snRNA
ENSG00000250453	28782785	28809356	5		lincRNA
ENSG00000270495	28808645	28809362	5		pseudogene
ENSG00000271035	28897892	28898381	5		pseudogene
ENSG00000162685	28925707	28927696	5	LSP1P3	pseudogene
ENSG00000038427	82767284	82878122	5	VCAN	protein_coding
ENSG00000226400	28927136	28927391	5		pseudogene
ENSG00000249226	29001867	29003464	5	SUCLG2P4	pseudogene
ENSG00000173221	95087023	95158709	5	GLRX	protein_coding
ENSG00000269215	39105358	39107350	5		protein_coding
ENSG00000252601	29070603	29070717	5		snoRNA
ENSG00000248687	29104987	29105545	5		pseudogene
ENSG00000270430	29105675	29106968	5		pseudogene
ENSG00000113600	39284364	39424970	5	C9	protein_coding
ENSG00000259786	29143610	29172465	5		lincRNA
ENSG00000249112	124043520	124046430	5		lincRNA
ENSG00000248391	29380403	29396088	5		lincRNA
ENSG00000248418	29600783	29600975	5	UBL5P1	pseudogene
ENSG00000250984	29796045	29796375	5		pseudogene
ENSG00000249744	29848791	29849325	5		pseudogene
ENSG00000233787	29881816	29883052	5		pseudogene
ENSG00000223136	29948935	29949237	5	RN7SKP207	misc_RNA
ENSG00000250587	30248457	30249000	5		pseudogene
ENSG00000250118	30365512	30365791	5		pseudogene
ENSG00000241668	31053672	31054260	5	RPL19P11	pseudogene
ENSG00000253940	31066077	31066239	5		pseudogene
ENSG00000254138	31094084	31267717	5		antisense
ENSG00000135083	159678659	159772403	5	CCNJL	protein_coding
ENSG00000155329	132332677	132362296	5	ZCCHC10	protein_coding
ENSG00000145861	159774758	159797648	5	C1QTNF2	protein_coding
ENSG00000158985	130581186	130734140	5	CDC42SE2	protein_coding
ENSG00000145725	102455853	102548500	5	PPIP5K2	protein_coding
ENSG00000236882	95187936	95195837	5	C5orf27	protein_coding
ENSG00000080709	113696642	113832337	5	KCNN2	protein_coding
ENSG00000118985	95220802	95297775	5	ELL2	protein_coding
ENSG00000221886	159820155	159827104	5	C5orf54	protein_coding
ENSG00000164609	159828648	159848718	5	SLU7	protein_coding
ENSG00000153071	39371780	39462402	5	DAB2	protein_coding
ENSG00000113492	34998206	35048198	5	AGXT2	protein_coding
ENSG00000172058	70196492	70214357	5	SERF1A	protein_coding
ENSG00000170606	132387654	132442141	5	HSPA4	protein_coding
ENSG00000113658	135468534	135524435	5	SMAD5	protein_coding
ENSG00000152503	114460459	114516243	5	TRIM36	protein_coding
ENSG00000158497	143191726	143200284	5	HMHB1	protein_coding
ENSG00000175426	95726119	95769847	5	PCSK1	protein_coding
ENSG00000145817	143537723	143550278	5	YIPF5	protein_coding
ENSG00000158987	130759614	130970929	5	RAPGEF6	protein_coding
ENSG00000172062	70220768	70249769	5	SMN1	protein_coding
ENSG00000183775	143550396	143865249	5	KCTD16	protein_coding
ENSG00000164611	159848829	159855748	5	PTTG1	protein_coding
ENSG00000113384	32124810	32174456	5	GOLPH3	protein_coding
ENSG00000118322	159990127	160279221	5	ATP10B	protein_coding
ENSG00000164190	36876861	37066515	5	NIPBL	protein_coding
ENSG00000186314	144851362	145214932	5	PRELID2	protein_coding
ENSG00000145681	82933624	83017432	5	HAPLN1	protein_coding
ENSG00000164219	114546527	114598569	5	PGGT1B	protein_coding
ENSG00000069018	135548999	135732730	5	TRPC7	protein_coding
ENSG00000150712	32227100	32313115	5	MTMR12	protein_coding
ENSG00000164176	83236373	83680611	5	EDIL3	protein_coding
ENSG00000164221	114602885	114632528	5	CCDC112	protein_coding
ENSG00000053108	132532147	132948255	5	FSTL4	protein_coding
ENSG00000113494	35048861	35230794	5	PRLR	protein_coding
ENSG00000171522	40679600	40693837	5	PTGER4	protein_coding
ENSG00000145864	160715436	160976050	5	GABRB2	protein_coding
ENSG00000113638	40714577	40756077	5	TTC33	protein_coding
ENSG00000132356	40759481	40798476	5	PRKAA1	protein_coding
ENSG00000204928	145239296	145252531	5	GRXCR2	protein_coding
ENSG00000152377	136310987	136934068	5	SPOCK1	protein_coding
ENSG00000156463	145316142	145461354	5	SH3RF2	protein_coding
ENSG00000173261	145463949	145483932	5	PLAC8L1	protein_coding
ENSG00000146021	136953189	137071779	5	KLHL3	protein_coding
ENSG00000145863	160974069	161129599	5	GABRA6	protein_coding
ENSG00000127184	85913721	85916779	5	COX7C	protein_coding
ENSG00000133706	145492601	145562223	5	LARS	protein_coding
ENSG00000145569	14581884	14615116	5	FAM105A	protein_coding
ENSG00000145780	114856608	114880591	5	FEM1C	protein_coding
ENSG00000249437	70264310	70320941	5	NAIP	protein_coding
ENSG00000113583	133291201	133304478	5	C5orf15	protein_coding
ENSG00000243414	114914339	114961876	5	TICAM2	protein_coding
ENSG00000213585	133307606	133340824	5	VDAC1	protein_coding
ENSG00000251201	114914339	114961858	5	TMED7-TICAM2	protein_coding
ENSG00000134970	114949205	114968689	5	TMED7	protein_coding
ENSG00000022355	161274197	161326975	5	GABRA1	protein_coding
ENSG00000154124	14664773	14699820	5	FAM105B	protein_coding
ENSG00000181751	102594403	102614361	5	C5orf30	protein_coding
ENSG00000112874	102884556	102898494	5	NUDT12	protein_coding
ENSG00000129596	115140430	115152651	5	CDO1	protein_coding
ENSG00000273217	130761584	131132676	5		protein_coding
ENSG00000154122	14704910	14871887	5	ANKH	protein_coding
ENSG00000184349	106712590	107006596	5	EFNA5	protein_coding
ENSG00000145743	107194736	107717799	5	FBXL17	protein_coding
ENSG00000197603	37106330	37249530	5	C5orf42	protein_coding
ENSG00000145592	40825364	40835437	5	RPL37	protein_coding
ENSG00000145782	115163893	115177555	5	ATG12	protein_coding
ENSG00000056097	32354456	32444867	5	ZFR	protein_coding
ENSG00000132357	40841286	40860275	5	CARD6	protein_coding
ENSG00000233828	86512423	86534822	5		protein_coding
ENSG00000217128	130977407	131132710	5	FNIP1	protein_coding
ENSG00000113327	161494546	161582542	5	GABRG2	protein_coding
ENSG00000112936	40909354	40983041	5	C7	protein_coding
ENSG00000145736	70330784	70363516	5	GTF2H2	protein_coding
ENSG00000183580	15500305	15939900	5	FBXL7	protein_coding
ENSG00000145715	86563705	86687748	5	RASA1	protein_coding
ENSG00000177879	115177178	115249778	5	AP3S1	protein_coding
ENSG00000081059	133450402	133487556	5	TCF7	protein_coding
ENSG00000183654	16067248	16180871	5	MARCH11	protein_coding
ENSG00000113328	162864575	162873157	5	CCNG1	protein_coding
ENSG00000171495	40998119	41071444	5	MROH2B	protein_coding
ENSG00000151422	108083523	108532542	5	FER	protein_coding
ENSG00000268800	162866447	162873821	5		protein_coding
ENSG00000173545	16451628	16465901	5	ZNF622	protein_coding
ENSG00000091009	145583113	145718814	5	RBM27	protein_coding
ENSG00000170584	162873532	162887146	5	NUDCD2	protein_coding
ENSG00000177733	137087075	137090039	5	HNRNPA0	protein_coding
ENSG00000120729	137203480	137223540	5	MYOT	protein_coding
ENSG00000154153	16473147	16617167	5	FAM134B	protein_coding
ENSG00000072571	162887209	162918947	5	HMMR	protein_coding
ENSG00000198961	108670410	108745695	5	PJA2	protein_coding
ENSG00000112893	109025067	109205326	5	MAN2A1	protein_coding
ENSG00000078795	137223657	137278436	5	PKD2L2	protein_coding
ENSG00000164398	131142683	131347936	5	ACSL6	protein_coding
ENSG00000172901	115298151	115363316	5		protein_coding
ENSG00000153113	95860971	96115299	5	CAST	protein_coding
ENSG00000091010	145718587	145720083	5	POU4F3	protein_coding
ENSG00000113649	145826874	145891524	5	TCERG1	protein_coding
ENSG00000031003	137273649	137387650	5	FAM13B	protein_coding
ENSG00000145555	16665395	16936372	5	MYO10	protein_coding
ENSG00000038274	162930120	162946342	5	MAT2B	protein_coding
ENSG00000254106	109218883	109220452	5		protein_coding
ENSG00000186952	109624934	110074657	5	TMEM232	protein_coding
ENSG00000061492	137419581	137428054	5	WNT8A	protein_coding
ENSG00000113387	32531739	32604185	5	SUB1	protein_coding
ENSG00000145934	166711804	167691162	5	TENM2	protein_coding
ENSG00000112981	137450866	137475132	5	NME5	protein_coding
ENSG00000134480	86687311	86708836	5	CCNH	protein_coding
ENSG00000268714	115358088	115394625	5		protein_coding
ENSG00000268223	115387163	115395815	5	ARL14EPL	protein_coding
ENSG00000173250	145892666	145895753	5	GPR151	protein_coding
ENSG00000145781	115420688	115748459	5	COMMD10	protein_coding
ENSG00000156475	145967936	146464347	5	PPP2R2B	protein_coding
ENSG00000145734	70751442	70863649	5	BDP1	protein_coding
ENSG00000153404	140373	190085	5	PLEKHG4B	protein_coding
ENSG00000113558	133484633	133512729	5	SKP1	protein_coding
ENSG00000092421	115779312	115910630	5	SEMA6A	protein_coding
ENSG00000112983	137475455	137514675	5	BRD8	protein_coding
ENSG00000164180	87485450	87565293	5	TMEM161B	protein_coding
ENSG00000113645	167718656	167899308	5	WWC1	protein_coding
ENSG00000185028	191626	195468	5	LRRC14B	protein_coding
ENSG00000113389	32689176	32791819	5	NPR3	protein_coding
ENSG00000113643	167913450	167946304	5	RARS	protein_coding
ENSG00000169302	146614526	146767415	5	STK32A	protein_coding
ENSG00000272772	133502861	133561762	5		protein_coding
ENSG00000113575	133530025	133561833	5	PPP2CA	protein_coding
ENSG00000113657	146770374	146889619	5	DPYSL3	protein_coding
ENSG00000164366	196986	218330	5	CCDC127	protein_coding
ENSG00000164399	131396222	131398897	5	IL3	protein_coding
ENSG00000073578	218356	256815	5	SDHA	protein_coding
ENSG00000164400	131409483	131411859	5	CSF2	protein_coding
ENSG00000169570	118173017	118324240	5	DTWD2	protein_coding
ENSG00000072682	131527531	131631008	5	P4HA2	protein_coding
ENSG00000176049	146967990	147162338	5	JAKMIP2	protein_coding
ENSG00000172869	118373467	118584833	5	DMXL1	protein_coding
ENSG00000081189	88013975	88199922	5	MEF2C	protein_coding
ENSG00000039537	41142336	41261540	5	C6	protein_coding
ENSG00000188573	167956121	167957639	5	FBLL1	protein_coding
ENSG00000120137	167975500	168006605	5	PANK3	protein_coding
ENSG00000181495	32788945	32791819	5		protein_coding
ENSG00000184347	168088745	168728133	5	SLIT3	protein_coding
ENSG00000113407	33440802	33469644	5	TARS	protein_coding
ENSG00000182836	41307056	41510730	5	PLCXD3	protein_coding
ENSG00000249915	271736	353971	5	PDCD6	protein_coding
ENSG00000083720	41730167	41870621	5	OXCT1	protein_coding
ENSG00000131844	70883115	70954531	5	MCCC2	protein_coding
ENSG00000145779	118604387	118735383	5	TNFAIP8	protein_coding
ENSG00000112984	137514408	137523404	5	KIF20A	protein_coding
ENSG00000164266	147204131	147211349	5	SPINK1	protein_coding
ENSG00000040275	169010638	169031782	5	SPDL1	protein_coding
ENSG00000063438	304291	438406	5	AHRR	protein_coding
ENSG00000164326	71014990	71016875	5	CARTPT	protein_coding
ENSG00000164265	147250245	147261754	5	SCGB3A2	protein_coding
ENSG00000205765	41904290	41921738	5	C5orf51	protein_coding
ENSG00000178776	147260289	147286101	5	C5orf46	protein_coding
ENSG00000133710	147405246	147516852	5	SPINK5	protein_coding
ENSG00000151876	41925356	41941845	5	FBXO4	protein_coding
ENSG00000133835	118788138	118972894	5	HSD17B4	protein_coding
ENSG00000131711	71403061	71505395	5	MAP1B	protein_coding
ENSG00000153140	89688078	89705603	5	CETN3	protein_coding
ENSG00000134516	169064251	169510386	5	DOCK2	protein_coding
ENSG00000112964	42423879	42721979	5	GHR	protein_coding
ENSG00000221990	441645	443258	5	C5orf55	protein_coding
ENSG00000180104	443273	472052	5	EXOC3	protein_coding
ENSG00000188242	466239	473213	5		protein_coding
ENSG00000176055	89754020	89770585	5	MBLAC2	protein_coding
ENSG00000066230	473425	524447	5	SLC9A3	protein_coding
ENSG00000113356	89767565	89810370	5	POLR3G	protein_coding
ENSG00000198865	42756903	42802462	5	CCDC152	protein_coding
ENSG00000250722	42799982	42887494	5	SEPP1	protein_coding
ENSG00000196800	147549296	147554961	5	SPINK14	protein_coding
ENSG00000178172	147582357	147594700	5	SPINK6	protein_coding
ENSG00000176018	89811428	89825401	5	LYSMD3	protein_coding
ENSG00000113048	71515236	71616473	5	MRPS27	protein_coding
ENSG00000164199	89825161	90460038	5	GPR98	protein_coding
ENSG00000164334	118965254	118971517	5	FAM170A	protein_coding
ENSG00000112877	612387	667283	5	CEP72	protein_coding
ENSG00000214510	147647743	147665817	5	SPINK13	protein_coding
ENSG00000145879	147691982	147695485	5	SPINK7	protein_coding
ENSG00000204767	169291268	169407744	5	FAM196B	protein_coding
ENSG00000168269	169532901	169536727	5	FOXI1	protein_coding
ENSG00000234511	169659451	169679579	5	C5orf58	protein_coding
ENSG00000268126	147698550	147701891	5		protein_coding
ENSG00000204909	147700766	147719412	5	SPINK9	protein_coding
ENSG00000177721	43039335	43043272	5	ANXA2R	protein_coding
ENSG00000184838	119799973	120023027	5	PRR16	protein_coding
ENSG00000172262	43065278	43192123	5	ZNF131	protein_coding
ENSG00000181867	121187650	121188519	5	FTMT	protein_coding
ENSG00000151304	121297656	121411265	5	SRFBP1	protein_coding
ENSG00000049883	71616194	71656052	5	PTCD2	protein_coding
ENSG00000145868	147763498	147822399	5	FBXO38	protein_coding
ENSG00000113083	121398890	121413980	5	LOX	protein_coding
ENSG00000164307	96096521	96143803	5	ERAP1	protein_coding
ENSG00000043462	169673241	169725231	5	LCP2	protein_coding
ENSG00000171368	660883	693510	5	TPPP	protein_coding
ENSG00000268885	667759	668839	5		protein_coding
ENSG00000188818	710471	851101	5	ZDHHC11	protein_coding
ENSG00000182132	169780491	170163636	5	KCNIP1	protein_coding
ENSG00000164185	121465208	121515312	5	ZNF474	protein_coding
ENSG00000094880	137523339	137549032	5	CDC23	protein_coding
ENSG00000145936	169801675	169816681	5	KCNMB1	protein_coding
ENSG00000164270	147830595	148056798	5	HTR4	protein_coding
ENSG00000094755	170190354	170241051	5	GABRP	protein_coding
ENSG00000146013	137588068	137610360	5	GFRA3	protein_coding
ENSG00000178175	71738479	71803554	5	ZNF366	protein_coding
ENSG00000158402	137620954	137674044	5	CDC25C	protein_coding
ENSG00000064692	121647049	121799914	5	SNCAIP	protein_coding
ENSG00000204764	170288874	170727019	5	RANBP17	protein_coding
ENSG00000083312	72112139	72212560	5	TNPO1	protein_coding
ENSG00000169252	148206156	148208196	5	ADRB2	protein_coding
ENSG00000206077	710475	767067	5	ZDHHC11B	protein_coding
ENSG00000169247	148303202	148442726	5	SH3TC2	protein_coding
ENSG00000028310	850406	892939	5	BRD9	protein_coding
ENSG00000205302	122110691	122165803	5	SNX2	protein_coding
ENSG00000164438	170736288	170739138	5	TLX3	protein_coding
ENSG00000177453	43192173	43280952	5	NIM1K	protein_coding
ENSG00000181163	170814120	170838141	5	NPM1	protein_coding
ENSG00000112972	43289497	43313614	5	HMGCS1	protein_coding
ENSG00000120709	137667624	137685416	5	FAM53C	protein_coding
ENSG00000151882	43376747	43412493	5	CCL28	protein_coding
ENSG00000120733	137688285	137772717	5	KDM3B	protein_coding
ENSG00000071539	892758	919472	5	TRIP13	protein_coding
ENSG00000064652	122179134	122365049	5	SNX24	protein_coding
ENSG00000151881	43444354	43483995	5	C5orf28	protein_coding
ENSG00000250173	979480	981415	5		protein_coding
ENSG00000145506	1008944	1039058	5	NKD2	protein_coding
ENSG00000172244	43486803	43515247	5	C5orf34	protein_coding
ENSG00000157107	72251808	72386349	5	FCHO2	protein_coding
ENSG00000173210	148521046	148640105	5	ABLIM3	protein_coding
ENSG00000168938	122358945	122372436	5	PPIC	protein_coding
ENSG00000061455	122424816	122529960	5	PRDM6	protein_coding
ENSG00000132563	137774706	137782658	5	REEP2	protein_coding
ENSG00000168944	122680579	122759286	5	CEP120	protein_coding
ENSG00000172239	43526369	43557860	5	PAIP1	protein_coding
ENSG00000113504	1050499	1112150	5	SLC12A7	protein_coding
ENSG00000156427	170846660	170884627	5	FGF18	protein_coding
ENSG00000120738	137801179	137805004	5	EGR1	protein_coding
ENSG00000253110	171200656	171201743	5		protein_coding
ENSG00000185662	171212876	171221602	5	SMIM23	protein_coding
ENSG00000120705	137841784	137878989	5	ETF1	protein_coding
ENSG00000072803	171288553	171433877	5	FBXW11	protein_coding
ENSG00000157111	72416119	72427644	5	TMEM171	protein_coding
ENSG00000112992	43602794	43707507	5	NNT	protein_coding
ENSG00000157510	148651434	148721365	5	AFAP1L1	protein_coding
ENSG00000164325	72469022	72470970	5	TMEM174	protein_coding
ENSG00000151292	122847793	122952739	5	CSNK1G3	protein_coding
ENSG00000113013	137890571	137911133	5	HSPA9	protein_coding
ENSG00000251493	72740654	72744352	5	FOXD1	protein_coding
ENSG00000145741	72794233	72801460	5	BTF3	protein_coding
ENSG00000072786	171469077	171615390	5	STK10	protein_coding
ENSG00000164284	148724993	148734146	5	GRPEL2	protein_coding
ENSG00000214360	171621176	171630456	5	EFCAB9	protein_coding
ENSG00000168246	171636644	171711075	5	UBTD2	protein_coding
ENSG00000174358	1201710	1225232	5	SLC6A19	protein_coding
ENSG00000174705	171752185	171881527	5	SH3PXD2B	protein_coding
ENSG00000164331	72848160	72861511	5	ANKRA2	protein_coding
ENSG00000145882	148737570	148749216	5	PCYOX1L	protein_coding
ENSG00000164363	1225470	1246304	5	SLC6A18	protein_coding
ENSG00000070193	44303646	44389808	5	FGF10	protein_coding
ENSG00000268553	172036245	172036436	5		protein_coding
ENSG00000214357	172068269	172118543	5	NEURL1B	protein_coding
ENSG00000120129	172195093	172198198	5	DUSP1	protein_coding
ENSG00000127743	148750887	148783765	5	IL17B	protein_coding
ENSG00000113719	172261278	172379688	5	ERGIC1	protein_coding
ENSG00000112996	44809027	44820530	5	MRPS30	protein_coding
ENSG00000113712	148871760	148931007	5	CSNK1A1	protein_coding
ENSG00000164338	72861268	72877794	5	UTP15	protein_coding
ENSG00000044115	137946656	138270723	5	CTNNA1	protein_coding
ENSG00000164588	45259349	45696253	5	HCN1	protein_coding
ENSG00000164362	1253262	1295184	5	TERT	protein_coding
ENSG00000168916	123972608	124084500	5	ZNF608	protein_coding
ENSG00000037241	172385732	172396774	5	RPL26L1	protein_coding
ENSG00000170571	49692026	49739082	5	EMB	protein_coding
ENSG00000113732	172410760	172462448	5	ATP6V0E1	protein_coding
ENSG00000183111	148931510	149014531	5	ARHGEF37	protein_coding
ENSG00000164463	172483355	172566291	5	CREBRF	protein_coding
ENSG00000049656	1317859	1345214	5	CLPTM1L	protein_coding
ENSG00000155846	149109861	149234585	5	PPARGC1B	protein_coding
ENSG00000268217	72894203	72896845	5		protein_coding
ENSG00000151883	49961733	50142356	5	PARP8	protein_coding
ENSG00000113734	172571445	172591390	5	BNIP1	protein_coding
ENSG00000214944	72921983	73237818	5	ARHGEF28	protein_coding
ENSG00000132915	149237519	149324356	5	PDE6A	protein_coding
ENSG00000146006	138204612	138211057	5	LRRTM2	protein_coding
ENSG00000183072	172659112	172662360	5	NKX2-5	protein_coding
ENSG00000113739	172741716	172756506	5	STC2	protein_coding
ENSG00000120725	138282409	138629246	5	SIL1	protein_coding
ENSG00000145919	173034517	173043663	5	BOD1	protein_coding
ENSG00000113742	173315283	173388979	5	CPEB4	protein_coding
ENSG00000185056	173400782	173433143	5	C5orf47	protein_coding
ENSG00000170091	173472607	173670504	5		protein_coding
ENSG00000142319	1392909	1445545	5	SLC6A3	protein_coding
ENSG00000120149	174151536	174157896	5	MSX2	protein_coding
ENSG00000155850	149340300	149373018	5	SLC26A2	protein_coding
ENSG00000184845	174867042	174871211	5	DRD1	protein_coding
ENSG00000164466	174904065	174956745	5	SFXN1	protein_coding
ENSG00000015479	138609441	138667360	5	MATR3	protein_coding
ENSG00000153395	1456595	1524092	5	LPCAT1	protein_coding
ENSG00000164296	149372681	149380730	5	TIGD6	protein_coding
ENSG00000171617	73923234	73937249	5	ENC1	protein_coding
ENSG00000113716	149379884	149432386	5	HMGXB3	protein_coding
ENSG00000113749	175085033	175113245	5	HRH2	protein_coding
ENSG00000145920	175223313	175311023	5	CPLX2	protein_coding
ENSG00000182578	149432854	149492935	5	CSF1R	protein_coding
ENSG00000051596	175344876	175461683	5	THOC3	protein_coding
ENSG00000171421	1798500	1801480	5	MRPL36	protein_coding
ENSG00000113721	149493400	149535435	5	PDGFRB	protein_coding
ENSG00000248469	175476681	175489024	5		protein_coding
ENSG00000145494	1801514	1816719	5	NDUFS6	protein_coding
ENSG00000182230	175487692	175559261	5	FAM153B	protein_coding
ENSG00000113430	1877541	1887350	5	IRX4	protein_coding
ENSG00000113722	149546358	149564120	5	CDX1	protein_coding
ENSG00000049860	73935848	74018472	5	HEXB	protein_coding
ENSG00000011083	149569520	149602351	5	SLC6A7	protein_coding
ENSG00000070808	149599054	149669854	5	CAMK2A	protein_coding
ENSG00000016082	50678921	50690564	5	ISL1	protein_coding
ENSG00000170561	2745959	2752969	5	IRX2	protein_coding
ENSG00000248789	51303865	51376821	5		protein_coding
ENSG00000170085	175665365	175772994	5	SIMC1	protein_coding
ENSG00000213949	52083730	52255040	5	ITGA1	protein_coding
ENSG00000183876	149675906	149718870	5	ARSI	protein_coding
ENSG00000186493	2752245	2755508	5	C5orf38	protein_coding
ENSG00000122203	175773064	175788971	5	KIAA1191	protein_coding
ENSG00000170549	3596168	3601517	5	IRX1	protein_coding
ENSG00000145536	5140443	5320417	5	ADAMTS16	protein_coding
ENSG00000070814	149737202	149779871	5	TCOF1	protein_coding
ENSG00000175414	175792471	175828866	5	ARL10	protein_coding
ENSG00000048162	175810949	175815976	5	NOP16	protein_coding
ENSG00000152684	52083774	52099880	5	PELO	protein_coding
ENSG00000164347	74017029	74063196	5	GFM2	protein_coding
ENSG00000146066	175815748	175816772	5	HIGD2A	protein_coding
ENSG00000175416	175819456	175843570	5	CLTB	protein_coding
ENSG00000164171	52285156	52390609	5	ITGA2	protein_coding
ENSG00000120727	138677276	138705406	5	PAIP2	protein_coding
ENSG00000170482	138702885	138720242	5	SLC23A1	protein_coding
ENSG00000113194	175874629	175937075	5	FAF2	protein_coding
ENSG00000170476	138723169	138725770	5	MZB1	protein_coding
ENSG00000146083	175953698	175965026	5	RNF44	protein_coding
ENSG00000164151	5420777	5490347	5	KIAA0947	protein_coding
ENSG00000019582	149781200	149792492	5	CD74	protein_coding
ENSG00000074276	175969512	176022975	5	CDHR2	protein_coding
ENSG00000228672	138727635	138730885	5	PROB1	protein_coding
ENSG00000133398	6371994	6378707	5	MED10	protein_coding
ENSG00000170469	138732252	138739777	5	SPATA24	protein_coding
ENSG00000215218	6448736	6495022	5	UBE2QL1	protein_coding
ENSG00000037474	6599352	6633404	5	NSUN2	protein_coding
ENSG00000170464	138744279	138780180	5	DNAJC18	protein_coding
ENSG00000164587	149822753	149829319	5	RPS14	protein_coding
ENSG00000070614	149865381	149937773	5	NDST1	protein_coding
ENSG00000164346	74062817	74072737	5	NSA2	protein_coding
ENSG00000171992	149980642	150038782	5	SYNPO	protein_coding
ENSG00000198780	74073399	74162776	5	FAM169A	protein_coding
ENSG00000249751	138784245	138842328	5	ECSCR	protein_coding
ENSG00000269071	138852108	138852506	5		protein_coding
ENSG00000184584	138855119	138862520	5	TMEM173	protein_coding
ENSG00000164591	150040436	150058927	5	MYOZ3	protein_coding
ENSG00000086589	150070356	150080669	5	RBM22	protein_coding
ENSG00000131508	138906016	139008018	5	UBE2D2	protein_coding
ENSG00000169258	176022803	176037134	5	GPRIN1	protein_coding
ENSG00000074317	176047085	176057530	5	SNCB	protein_coding
ENSG00000164172	52391509	52405893	5	MOCS2	protein_coding
ENSG00000175766	176057683	176073642	5	EIF4E1B	protein_coding
ENSG00000048140	176074388	176086058	5	TSPAN17	protein_coding
ENSG00000171604	139026884	139063467	5	CXXC5	protein_coding
ENSG00000145545	6633456	6669675	5	SRD5A1	protein_coding
ENSG00000132912	150088002	150138671	5	DCTN4	protein_coding
ENSG00000113763	176237478	176307897	5	UNC5A	protein_coding
ENSG00000134363	52776239	52782964	5	FST	protein_coding
ENSG00000146005	139175406	139224051	5	PSD2	protein_coding
ENSG00000256235	150157508	150176296	5	SMIM3	protein_coding
ENSG00000269636	150157867	150176297	5		protein_coding
ENSG00000237693	150226085	150280298	5	IRGM	protein_coding
ENSG00000112941	6714718	6757161	5	PAPD7	protein_coding
ENSG00000176928	74323289	74326724	5	GCNT4	protein_coding
ENSG00000145908	150273954	150284545	5	ZNF300	protein_coding
ENSG00000145700	74364100	74532703	5	ANKRD31	protein_coding
ENSG00000160883	176307870	176326333	5	HK3	protein_coding
ENSG00000158458	139226364	139422884	5	NRG2	protein_coding
ENSG00000211445	150400124	150408554	5	GPX3	protein_coding
ENSG00000087206	176332006	176449634	5	UIMC1	protein_coding
ENSG00000113161	74632154	74657929	5	HMGCR	protein_coding
ENSG00000164258	52856463	52979168	5	NDUFS4	protein_coding
ENSG00000185305	53179775	53606412	5	ARL15	protein_coding
ENSG00000145901	150409506	150473138	5	TNIP1	protein_coding
ENSG00000169271	53751445	53752207	5	HSPB3	protein_coding
ENSG00000178996	53813589	53842415	5	SNX18	protein_coding
ENSG00000249016	54252063	54253674	5		protein_coding
ENSG00000164283	54273692	54318499	5	ESM1	protein_coding
ENSG00000078295	7396321	7830194	5	ADCY2	protein_coding
ENSG00000113761	176449697	176508190	5	ZNF346	protein_coding
ENSG00000113163	74664311	74807963	5	COL4A3BP	protein_coding
ENSG00000160867	176513887	176525145	5	FGFR4	protein_coding
ENSG00000113088	54320081	54330398	5	GZMK	protein_coding
ENSG00000145649	54398476	54406080	5	GZMA	protein_coding
ENSG00000164287	54408799	54469005	5	CDC20B	protein_coding
ENSG00000197043	150480273	150537443	5	ANXA6	protein_coding
ENSG00000215217	7830491	7851603	5	C5orf49	protein_coding
ENSG00000124275	7851299	7906138	5	MTRR	protein_coding
ENSG00000185129	139487362	139496321	5	PURA	protein_coding
ENSG00000182700	139505521	139508391	5	IGIP	protein_coding
ENSG00000120306	139554227	139661637	5	CYSTM1	protein_coding
ENSG00000164294	54455946	54462899	5	GPX8	protein_coding
ENSG00000165671	176560026	176727216	5	NSD1	protein_coding
ENSG00000113068	139624624	139682706	5	PFDN1	protein_coding
ENSG00000234602	54515442	54523143	5	MCIDAS	protein_coding
ENSG00000113070	139712428	139726216	5	HBEGF	protein_coding
ENSG00000152669	54526980	54529508	5	CCNO	protein_coding
ENSG00000113073	139739787	139754728	5	SLC4A9	protein_coding
ENSG00000122008	74807581	74896969	5	POLK	protein_coding
ENSG00000169228	176728199	176730745	5	RAB24	protein_coding
