ens_ID	transcript_ID	transcript_biotype
ENSG00000175267	ENST00000563389	protein_coding
ENSG00000111640	ENST00000396859	protein_coding
ENSG00000175267	ENST00000563755	protein_coding
ENSG00000188389	ENST00000334409	protein_coding
ENSG00000111640	ENST00000396858	protein_coding
ENSG00000155926	ENST00000519341	protein_coding
ENSG00000268942	ENST00000600888	protein_coding
ENSG00000175267	ENST00000389397	protein_coding
ENSG00000124191	ENST00000341197	protein_coding
ENSG00000188389	ENST00000343705	protein_coding
ENSG00000124191	ENST00000423191	protein_coding
ENSG00000221883	ENST00000408959	protein_coding
ENSG00000124191	ENST00000372999	protein_coding
ENSG00000155926	ENST00000521302	protein_coding
ENSG00000147588	ENST00000256103	protein_coding
ENSG00000155926	ENST00000523610	protein_coding
ENSG00000124191	ENST00000358131	protein_coding
ENSG00000205784	ENST00000381781	protein_coding
ENSG00000155926	ENST00000519747	protein_coding
ENSG00000155926	ENST00000519558	protein_coding
ENSG00000147588	ENST00000519260	protein_coding
ENSG00000124191	ENST00000413823	protein_coding
ENSG00000188011	ENST00000343216	protein_coding
ENSG00000186105	ENST00000334994	protein_coding
ENSG00000205186	ENST00000379071	protein_coding
ENSG00000186105	ENST00000491184	protein_coding
ENSG00000174292	ENST00000570896	protein_coding
ENSG00000216921	ENST00000404031	protein_coding
ENSG00000216921	ENST00000452112	protein_coding
ENSG00000174292	ENST00000576812	protein_coding
ENSG00000216921	ENST00000401641	protein_coding
ENSG00000130307	ENST00000252597	protein_coding
ENSG00000165323	ENST00000525166	protein_coding
ENSG00000130307	ENST00000431146	protein_coding
ENSG00000165323	ENST00000533797	protein_coding
ENSG00000174292	ENST00000576716	protein_coding
ENSG00000174292	ENST00000311668	protein_coding
ENSG00000165323	ENST00000298047	protein_coding
ENSG00000165323	ENST00000409404	protein_coding
ENSG00000165323	ENST00000541502	protein_coding
ENSG00000269468	ENST00000602074	protein_coding
ENSG00000130307	ENST00000594190	protein_coding
ENSG00000172939	ENST00000446845	protein_coding
ENSG00000148187	ENST00000344641	protein_coding
ENSG00000148187	ENST00000441707	protein_coding
ENSG00000130307	ENST00000598309	protein_coding
ENSG00000141570	ENST00000269385	protein_coding
ENSG00000148187	ENST00000373723	protein_coding
ENSG00000148187	ENST00000373729	protein_coding
ENSG00000141570	ENST00000413392	protein_coding
ENSG00000172939	ENST00000311806	protein_coding
ENSG00000141570	ENST00000427800	protein_coding
ENSG00000132465	ENST00000254801	protein_coding
ENSG00000132465	ENST00000510437	protein_coding
ENSG00000132465	ENST00000510614	protein_coding
ENSG00000148187	ENST00000297908	protein_coding
ENSG00000132465	ENST00000391614	protein_coding
ENSG00000148187	ENST00000394315	protein_coding
ENSG00000148187	ENST00000373730	protein_coding
ENSG00000148187	ENST00000546115	protein_coding
ENSG00000132465	ENST00000470866	protein_coding
ENSG00000132465	ENST00000543780	protein_coding
ENSG00000221866	ENST00000359827	protein_coding
ENSG00000146063	ENST00000515499	protein_coding
ENSG00000221866	ENST00000423507	protein_coding
ENSG00000127663	ENST00000588337	protein_coding
ENSG00000221866	ENST00000378539	protein_coding
ENSG00000221866	ENST00000321063	protein_coding
ENSG00000179051	ENST00000375436	protein_coding
ENSG00000170323	ENST00000256104	protein_coding
ENSG00000179051	ENST00000375433	protein_coding
ENSG00000146063	ENST00000351937	protein_coding
ENSG00000146063	ENST00000315073	protein_coding
ENSG00000106125	ENST00000265299	protein_coding
ENSG00000134640	ENST00000257068	protein_coding
ENSG00000127663	ENST00000159111	protein_coding
ENSG00000134640	ENST00000528076	protein_coding
ENSG00000164037	ENST00000394789	protein_coding
ENSG00000127663	ENST00000381759	protein_coding
ENSG00000127663	ENST00000536461	protein_coding
ENSG00000177479	ENST00000452882	protein_coding
ENSG00000197416	ENST00000360464	protein_coding
ENSG00000164037	ENST00000296422	protein_coding
ENSG00000127663	ENST00000588361	protein_coding
ENSG00000164037	ENST00000511253	protein_coding
ENSG00000177479	ENST00000430423	protein_coding
ENSG00000164037	ENST00000514340	protein_coding
ENSG00000164037	ENST00000510559	protein_coding
ENSG00000132467	ENST00000254803	protein_coding
ENSG00000157379	ENST00000288111	protein_coding
ENSG00000157379	ENST00000396813	protein_coding
ENSG00000043514	ENST00000441669	protein_coding
ENSG00000163681	ENST00000295951	protein_coding
ENSG00000146411	ENST00000275230	protein_coding
ENSG00000180773	ENST00000326402	protein_coding
ENSG00000177479	ENST00000356401	protein_coding
ENSG00000180773	ENST00000529184	protein_coding
ENSG00000180773	ENST00000534116	protein_coding
ENSG00000043514	ENST00000316891	protein_coding
ENSG00000043514	ENST00000372818	protein_coding
ENSG00000177479	ENST00000449376	protein_coding
ENSG00000163681	ENST00000383718	protein_coding
ENSG00000177479	ENST00000420814	protein_coding
ENSG00000163681	ENST00000428312	protein_coding
ENSG00000163681	ENST00000449503	protein_coding
ENSG00000177479	ENST00000449729	protein_coding
ENSG00000163681	ENST00000465203	protein_coding
ENSG00000177479	ENST00000433170	protein_coding
ENSG00000163681	ENST00000416658	protein_coding
ENSG00000183856	ENST00000361170	protein_coding
ENSG00000234745	ENST00000412585	protein_coding
ENSG00000163681	ENST00000417128	protein_coding
ENSG00000163681	ENST00000438794	protein_coding
ENSG00000240583	ENST00000311813	protein_coding
ENSG00000234745	ENST00000434333	protein_coding
ENSG00000240583	ENST00000409899	protein_coding
ENSG00000240583	ENST00000409611	protein_coding
ENSG00000043514	ENST00000545233	protein_coding
ENSG00000163681	ENST00000495364	protein_coding
ENSG00000163681	ENST00000494088	protein_coding
ENSG00000043514	ENST00000537440	protein_coding
ENSG00000043514	ENST00000537223	protein_coding
ENSG00000163681	ENST00000461354	protein_coding
ENSG00000240583	ENST00000434909	protein_coding
ENSG00000178394	ENST00000506598	protein_coding
ENSG00000240583	ENST00000441328	protein_coding
ENSG00000163681	ENST00000466255	protein_coding
ENSG00000043514	ENST00000541099	protein_coding
ENSG00000178394	ENST00000323865	protein_coding
ENSG00000095303	ENST00000223423	protein_coding
ENSG00000163681	ENST00000460223	protein_coding
ENSG00000140090	ENST00000393265	protein_coding
ENSG00000043514	ENST00000544981	protein_coding
ENSG00000159593	ENST00000562428	protein_coding
ENSG00000163681	ENST00000295952	protein_coding
ENSG00000163681	ENST00000442599	protein_coding
ENSG00000250424	ENST00000509504	protein_coding
ENSG00000140090	ENST00000531433	protein_coding
ENSG00000163681	ENST00000416870	protein_coding
ENSG00000140090	ENST00000532405	protein_coding
ENSG00000140090	ENST00000554461	protein_coding
ENSG00000140090	ENST00000525557	protein_coding
ENSG00000095303	ENST00000362012	protein_coding
ENSG00000095303	ENST00000362012	protein_coding
ENSG00000095303	ENST00000362012	protein_coding
ENSG00000095303	ENST00000362012	protein_coding
ENSG00000095303	ENST00000426608	protein_coding
ENSG00000095303	ENST00000540753	protein_coding
ENSG00000095303	ENST00000540753	protein_coding
ENSG00000095303	ENST00000373698	protein_coding
ENSG00000140090	ENST00000298877	protein_coding
ENSG00000140090	ENST00000351924	protein_coding
ENSG00000116793	ENST00000369598	protein_coding
ENSG00000269738	ENST00000600713	protein_coding
ENSG00000116793	ENST00000369600	protein_coding
ENSG00000185274	ENST00000333538	protein_coding
ENSG00000136834	ENST00000259357	protein_coding
ENSG00000127922	ENST00000417009	protein_coding
ENSG00000116793	ENST00000369604	protein_coding
ENSG00000127922	ENST00000444799	protein_coding
ENSG00000108591	ENST00000225729	protein_coding
ENSG00000127922	ENST00000413065	protein_coding
ENSG00000116793	ENST00000357783	protein_coding
ENSG00000188554	ENST00000341165	protein_coding
ENSG00000197233	ENST00000335302	protein_coding
ENSG00000127922	ENST00000248566	protein_coding
ENSG00000116793	ENST00000412670	protein_coding
ENSG00000185274	ENST00000447516	protein_coding
ENSG00000188554	ENST00000586650	protein_coding
ENSG00000108591	ENST00000395726	protein_coding
ENSG00000239590	ENST00000340750	protein_coding
ENSG00000188554	ENST00000542611	protein_coding
ENSG00000116793	ENST00000446739	protein_coding
ENSG00000104415	ENST00000250160	protein_coding
ENSG00000171505	ENST00000304880	protein_coding
ENSG00000104415	ENST00000519433	protein_coding
ENSG00000108591	ENST00000579601	protein_coding
ENSG00000104415	ENST00000517423	protein_coding
ENSG00000116793	ENST00000393357	protein_coding
ENSG00000188554	ENST00000590996	protein_coding
ENSG00000159593	ENST00000359087	protein_coding
ENSG00000159593	ENST00000359087	protein_coding
ENSG00000116793	ENST00000369596	protein_coding
ENSG00000104415	ENST00000220856	protein_coding
ENSG00000104415	ENST00000377863	protein_coding
ENSG00000171501	ENST00000373688	protein_coding
ENSG00000188554	ENST00000589872	protein_coding
ENSG00000159593	ENST00000290810	protein_coding
ENSG00000159593	ENST00000566663	protein_coding
ENSG00000116793	ENST00000447664	protein_coding
ENSG00000171496	ENST00000304865	protein_coding
ENSG00000108591	ENST00000580929	protein_coding
ENSG00000106128	ENST00000326139	protein_coding
ENSG00000159593	ENST00000379463	protein_coding
ENSG00000018189	ENST00000514898	protein_coding
ENSG00000108591	ENST00000583355	protein_coding
ENSG00000165202	ENST00000297913	protein_coding
ENSG00000106128	ENST00000409904	protein_coding
ENSG00000159593	ENST00000394074	protein_coding
ENSG00000178974	ENST00000313833	protein_coding
ENSG00000171484	ENST00000304833	protein_coding
ENSG00000188554	ENST00000422280	protein_coding
ENSG00000167720	ENST00000572709	protein_coding
ENSG00000183470	ENST00000332558	protein_coding
ENSG00000178974	ENST00000440021	protein_coding
ENSG00000159593	ENST00000563185	protein_coding
ENSG00000018189	ENST00000503876	protein_coding
ENSG00000159593	ENST00000561579	protein_coding
ENSG00000173679	ENST00000309623	protein_coding
ENSG00000188554	ENST00000389312	protein_coding
ENSG00000173679	ENST00000373686	protein_coding
ENSG00000106128	ENST00000409316	protein_coding
ENSG00000159593	ENST00000566336	protein_coding
ENSG00000171481	ENST00000304820	protein_coding
ENSG00000159593	ENST00000565535	protein_coding
ENSG00000187862	ENST00000368237	protein_coding
ENSG00000140525	ENST00000300027	protein_coding
ENSG00000167720	ENST00000344595	protein_coding
ENSG00000136939	ENST00000259466	protein_coding
ENSG00000167720	ENST00000575840	protein_coding
ENSG00000167720	ENST00000576620	protein_coding
ENSG00000167720	ENST00000576848	protein_coding
ENSG00000140525	ENST00000310775	protein_coding
ENSG00000149328	ENST00000535456	protein_coding
ENSG00000167720	ENST00000574987	protein_coding
ENSG00000126775	ENST00000247178	protein_coding
ENSG00000149328	ENST00000525089	protein_coding
ENSG00000167720	ENST00000570662	protein_coding
ENSG00000167720	ENST00000574229	protein_coding
ENSG00000140525	ENST00000567891	protein_coding
ENSG00000171459	ENST00000304720	protein_coding
ENSG00000140525	ENST00000564920	protein_coding
ENSG00000171459	ENST00000373684	protein_coding
ENSG00000140525	ENST00000565255	protein_coding
ENSG00000081019	ENST00000261441	protein_coding
ENSG00000187862	ENST00000368236	protein_coding
ENSG00000119946	ENST00000356713	protein_coding
ENSG00000148215	ENST00000373680	protein_coding
ENSG00000106554	ENST00000262570	protein_coding
ENSG00000119946	ENST00000446890	protein_coding
ENSG00000140525	ENST00000567996	protein_coding
ENSG00000119946	ENST00000370528	protein_coding
ENSG00000018189	ENST00000417478	protein_coding
ENSG00000106554	ENST00000448878	protein_coding
ENSG00000140525	ENST00000563250	protein_coding
ENSG00000119946	ENST00000370534	protein_coding
ENSG00000140525	ENST00000570225	protein_coding
ENSG00000149328	ENST00000533324	protein_coding
ENSG00000140525	ENST00000561894	protein_coding
ENSG00000149328	ENST00000339772	protein_coding
ENSG00000149328	ENST00000389881	protein_coding
ENSG00000106554	ENST00000542753	protein_coding
ENSG00000196943	ENST00000267425	protein_coding
ENSG00000136940	ENST00000436632	protein_coding
ENSG00000196943	ENST00000396802	protein_coding
ENSG00000196943	ENST00000557362	protein_coding
ENSG00000018189	ENST00000381006	protein_coding
ENSG00000140525	ENST00000451393	protein_coding
ENSG00000136940	ENST00000259467	protein_coding
ENSG00000074964	ENST00000361221	protein_coding
ENSG00000136940	ENST00000394285	protein_coding
ENSG00000074964	ENST00000375415	protein_coding
ENSG00000018189	ENST00000226328	protein_coding
ENSG00000164038	ENST00000362026	protein_coding
ENSG00000183166	ENST00000329008	protein_coding
ENSG00000165204	ENST00000277309	protein_coding
ENSG00000164038	ENST00000506288	protein_coding
ENSG00000183166	ENST00000395275	protein_coding
ENSG00000018189	ENST00000513597	protein_coding
ENSG00000164038	ENST00000394785	protein_coding
ENSG00000183166	ENST00000395276	protein_coding
ENSG00000183166	ENST00000431984	protein_coding
ENSG00000132394	ENST00000254730	protein_coding
ENSG00000164038	ENST00000503103	protein_coding
ENSG00000018189	ENST00000502653	protein_coding
ENSG00000183166	ENST00000446128	protein_coding
ENSG00000132394	ENST00000483457	protein_coding
ENSG00000164038	ENST00000503230	protein_coding
ENSG00000183166	ENST00000412588	protein_coding
ENSG00000183166	ENST00000405452	protein_coding
ENSG00000074964	ENST00000375408	protein_coding
ENSG00000164038	ENST00000503818	protein_coding
ENSG00000164197	ENST00000296615	protein_coding
ENSG00000179407	ENST00000469083	protein_coding
ENSG00000074964	ENST00000452522	protein_coding
ENSG00000164038	ENST00000339611	protein_coding
ENSG00000149596	ENST00000372980	protein_coding
ENSG00000074964	ENST00000434513	protein_coding
ENSG00000179407	ENST00000319153	protein_coding
ENSG00000149596	ENST00000342272	protein_coding
ENSG00000074964	ENST00000375420	protein_coding
ENSG00000164197	ENST00000389100	protein_coding
ENSG00000018189	ENST00000536664	protein_coding
ENSG00000074964	ENST00000167825	protein_coding
ENSG00000172940	ENST00000311856	protein_coding
ENSG00000182521	ENST00000247219	protein_coding
ENSG00000164197	ENST00000504296	protein_coding
ENSG00000109956	ENST00000312527	protein_coding
ENSG00000182521	ENST00000556755	protein_coding
ENSG00000164197	ENST00000381081	protein_coding
ENSG00000109956	ENST00000524765	protein_coding
ENSG00000172940	ENST00000450935	protein_coding
ENSG00000109956	ENST00000537389	protein_coding
ENSG00000109956	ENST00000392580	protein_coding
ENSG00000132823	ENST00000372970	protein_coding
ENSG00000132823	ENST00000255174	protein_coding
ENSG00000268936	ENST00000597621	protein_coding
ENSG00000141582	ENST00000269397	protein_coding
ENSG00000141582	ENST00000448310	protein_coding
ENSG00000141582	ENST00000495122	protein_coding
ENSG00000179348	ENST00000341105	protein_coding
ENSG00000163382	ENST00000368234	protein_coding
ENSG00000179348	ENST00000430265	protein_coding
ENSG00000118515	ENST00000367858	protein_coding
ENSG00000179348	ENST00000487848	protein_coding
ENSG00000179348	ENST00000492608	protein_coding
ENSG00000136305	ENST00000554411	protein_coding
ENSG00000222225	ENST00000410293	snRNA
ENSG00000179348	ENST00000498200	protein_coding
ENSG00000118515	ENST00000413996	protein_coding
ENSG00000136305	ENST00000336557	protein_coding
ENSG00000136305	ENST00000258807	protein_coding
ENSG00000163382	ENST00000368235	protein_coding
ENSG00000119682	ENST00000356357	protein_coding
ENSG00000136305	ENST00000556756	protein_coding
ENSG00000119682	ENST00000556202	protein_coding
ENSG00000186479	ENST00000334025	protein_coding
ENSG00000186479	ENST00000334025	protein_coding
ENSG00000186479	ENST00000334025	protein_coding
ENSG00000163382	ENST00000368233	protein_coding
ENSG00000118515	ENST00000237305	protein_coding
ENSG00000119682	ENST00000490805	protein_coding
ENSG00000119682	ENST00000555249	protein_coding
ENSG00000118515	ENST00000367857	protein_coding
ENSG00000118515	ENST00000528577	protein_coding
ENSG00000197851	ENST00000356686	protein_coding
ENSG00000118515	ENST00000475719	protein_coding
ENSG00000243562	ENST00000481676	misc_RNA
ENSG00000124194	ENST00000342560	protein_coding
ENSG00000124194	ENST00000342560	protein_coding
ENSG00000124194	ENST00000438466	protein_coding
ENSG00000124194	ENST00000372952	protein_coding
ENSG00000124194	ENST00000445952	protein_coding
ENSG00000124194	ENST00000447658	protein_coding
ENSG00000144671	ENST00000466887	protein_coding
ENSG00000124194	ENST00000537864	protein_coding
ENSG00000118515	ENST00000461976	protein_coding
ENSG00000118515	ENST00000460769	protein_coding
ENSG00000197296	ENST00000396825	protein_coding
ENSG00000006377	ENST00000518156	protein_coding
ENSG00000144671	ENST00000448498	protein_coding
ENSG00000118515	ENST00000524929	protein_coding
ENSG00000118515	ENST00000533224	protein_coding
ENSG00000006377	ENST00000555308	protein_coding
ENSG00000006377	ENST00000007660	protein_coding
ENSG00000144671	ENST00000273173	protein_coding
ENSG00000165325	ENST00000534747	protein_coding
ENSG00000101074	ENST00000217043	protein_coding
ENSG00000105393	ENST00000598188	protein_coding
ENSG00000165325	ENST00000530273	protein_coding
ENSG00000165325	ENST00000532819	protein_coding
ENSG00000165325	ENST00000527307	protein_coding
ENSG00000165325	ENST00000525646	protein_coding
ENSG00000165325	ENST00000529909	protein_coding
ENSG00000165325	ENST00000298050	protein_coding
ENSG00000105393	ENST00000359435	protein_coding
ENSG00000105393	ENST00000599474	protein_coding
ENSG00000105393	ENST00000599057	protein_coding
ENSG00000213906	ENST00000527924	protein_coding
ENSG00000213906	ENST00000533293	protein_coding
ENSG00000116990	ENST00000397332	protein_coding
ENSG00000116990	ENST00000397332	protein_coding
ENSG00000213906	ENST00000530080	protein_coding
ENSG00000166002	ENST00000525141	protein_coding
ENSG00000213906	ENST00000543919	protein_coding
ENSG00000213906	ENST00000543919	protein_coding
ENSG00000116990	ENST00000372816	protein_coding
ENSG00000116990	ENST00000372815	protein_coding
ENSG00000105393	ENST00000601043	protein_coding
ENSG00000166002	ENST00000298966	protein_coding
ENSG00000116990	ENST00000450953	protein_coding
ENSG00000166002	ENST00000527149	protein_coding
ENSG00000166002	ENST00000529714	protein_coding
ENSG00000116990	ENST00000429311	protein_coding
ENSG00000182809	ENST00000483017	protein_coding
ENSG00000105393	ENST00000596335	protein_coding
ENSG00000166002	ENST00000526869	protein_coding
ENSG00000105393	ENST00000601436	protein_coding
ENSG00000105393	ENST00000595632	protein_coding
ENSG00000167291	ENST00000310924	protein_coding
ENSG00000105393	ENST00000601938	protein_coding
ENSG00000105393	ENST00000602066	protein_coding
ENSG00000182809	ENST00000329146	protein_coding
ENSG00000167291	ENST00000576768	protein_coding
ENSG00000167291	ENST00000576768	protein_coding
ENSG00000105393	ENST00000598567	protein_coding
ENSG00000189056	ENST00000428762	protein_coding
ENSG00000182809	ENST00000550577	protein_coding
ENSG00000189056	ENST00000343529	protein_coding
ENSG00000167291	ENST00000340848	protein_coding
ENSG00000182809	ENST00000538259	protein_coding
ENSG00000199785	ENST00000362915	snoRNA
ENSG00000105393	ENST00000447614	protein_coding
ENSG00000133731	ENST00000256108	protein_coding
ENSG00000167291	ENST00000572862	protein_coding
ENSG00000189056	ENST00000429186	protein_coding
ENSG00000167291	ENST00000570373	protein_coding
ENSG00000133731	ENST00000311489	protein_coding
ENSG00000167291	ENST00000574241	protein_coding
ENSG00000167291	ENST00000573782	protein_coding
ENSG00000167291	ENST00000574427	protein_coding
ENSG00000133731	ENST00000449740	protein_coding
ENSG00000189056	ENST00000424685	protein_coding
ENSG00000167291	ENST00000571872	protein_coding
ENSG00000133731	ENST00000523942	protein_coding
ENSG00000168748	ENST00000338437	protein_coding
ENSG00000133731	ENST00000519964	protein_coding
ENSG00000056586	ENST00000373670	protein_coding
ENSG00000133731	ENST00000521360	protein_coding
ENSG00000168748	ENST00000394069	protein_coding
ENSG00000133731	ENST00000522997	protein_coding
ENSG00000133731	ENST00000518202	protein_coding
ENSG00000056586	ENST00000454740	protein_coding
ENSG00000056586	ENST00000423239	protein_coding
ENSG00000114446	ENST00000264538	protein_coding
ENSG00000056586	ENST00000398671	protein_coding
ENSG00000105426	ENST00000587303	protein_coding
ENSG00000056586	ENST00000335387	protein_coding
ENSG00000105426	ENST00000592099	protein_coding
ENSG00000105426	ENST00000588012	protein_coding
ENSG00000056586	ENST00000471874	protein_coding
ENSG00000114446	ENST00000492106	protein_coding
ENSG00000105426	ENST00000590509	protein_coding
ENSG00000056586	ENST00000357244	protein_coding
ENSG00000056586	ENST00000373665	protein_coding
ENSG00000172840	ENST00000566543	protein_coding
ENSG00000105426	ENST00000591760	protein_coding
ENSG00000105426	ENST00000586065	protein_coding
ENSG00000060982	ENST00000261192	protein_coding
ENSG00000060982	ENST00000261192	protein_coding
ENSG00000172840	ENST00000311765	protein_coding
ENSG00000172840	ENST00000568869	protein_coding
ENSG00000060982	ENST00000538118	protein_coding
ENSG00000120053	ENST00000370508	protein_coding
ENSG00000172840	ENST00000561704	protein_coding
ENSG00000172840	ENST00000568398	protein_coding
ENSG00000060982	ENST00000342945	protein_coding
ENSG00000120053	ENST00000543866	protein_coding
ENSG00000093217	ENST00000427323	protein_coding
ENSG00000186130	ENST00000373659	protein_coding
ENSG00000172840	ENST00000566776	protein_coding
ENSG00000134242	ENST00000460620	protein_coding
ENSG00000060982	ENST00000539282	protein_coding
ENSG00000105426	ENST00000372412	protein_coding
ENSG00000105426	ENST00000357368	protein_coding
ENSG00000105426	ENST00000262963	protein_coding
ENSG00000060982	ENST00000539780	protein_coding
ENSG00000105426	ENST00000348075	protein_coding
ENSG00000105426	ENST00000353284	protein_coding
ENSG00000105426	ENST00000353284	protein_coding
ENSG00000060982	ENST00000546285	protein_coding
ENSG00000145642	ENST00000389074	protein_coding
ENSG00000101076	ENST00000316673	protein_coding
ENSG00000183921	ENST00000602312	protein_coding
ENSG00000183921	ENST00000330898	protein_coding
ENSG00000105880	ENST00000222598	protein_coding
ENSG00000101076	ENST00000609795	protein_coding
ENSG00000101076	ENST00000457232	protein_coding
ENSG00000101076	ENST00000457232	protein_coding
ENSG00000105880	ENST00000486603	protein_coding
ENSG00000101076	ENST00000609262	protein_coding
ENSG00000101076	ENST00000443598	protein_coding
ENSG00000101076	ENST00000316099	protein_coding
ENSG00000101076	ENST00000316099	protein_coding
ENSG00000101076	ENST00000316099	protein_coding
ENSG00000101076	ENST00000316099	protein_coding
ENSG00000134242	ENST00000359785	protein_coding
ENSG00000134242	ENST00000359785	protein_coding
ENSG00000101076	ENST00000415691	protein_coding
ENSG00000134242	ENST00000528414	protein_coding
ENSG00000104419	ENST00000323851	protein_coding
ENSG00000168746	ENST00000306731	protein_coding
ENSG00000168746	ENST00000372910	protein_coding
ENSG00000103319	ENST00000263026	protein_coding
ENSG00000075884	ENST00000409869	protein_coding
ENSG00000187838	ENST00000324822	protein_coding
ENSG00000134242	ENST00000420377	protein_coding
ENSG00000134242	ENST00000525799	protein_coding
ENSG00000104419	ENST00000414097	protein_coding
ENSG00000160818	ENST00000368232	protein_coding
ENSG00000160818	ENST00000368232	protein_coding
ENSG00000104419	ENST00000518176	protein_coding
ENSG00000187838	ENST00000576201	protein_coding
ENSG00000093217	ENST00000207870	protein_coding
ENSG00000104419	ENST00000522476	protein_coding
ENSG00000187838	ENST00000574401	protein_coding
ENSG00000104419	ENST00000518066	protein_coding
ENSG00000187838	ENST00000576362	protein_coding
ENSG00000075884	ENST00000295095	protein_coding
ENSG00000131558	ENST00000393161	protein_coding
ENSG00000167721	ENST00000301364	protein_coding
ENSG00000187838	ENST00000575434	protein_coding
ENSG00000253598	ENST00000518568	protein_coding
ENSG00000160818	ENST00000438976	protein_coding
ENSG00000187838	ENST00000571078	protein_coding
ENSG00000167721	ENST00000576112	protein_coding
ENSG00000187838	ENST00000571802	protein_coding
ENSG00000104419	ENST00000520230	protein_coding
ENSG00000187838	ENST00000573213	protein_coding
ENSG00000168389	ENST00000372811	protein_coding
ENSG00000160818	ENST00000415314	protein_coding
ENSG00000168389	ENST00000434861	protein_coding
ENSG00000093217	ENST00000542835	protein_coding
ENSG00000187838	ENST00000535512	protein_coding
ENSG00000104419	ENST00000518480	protein_coding
ENSG00000168389	ENST00000372809	protein_coding
ENSG00000104419	ENST00000519228	protein_coding
ENSG00000196636	ENST00000432641	protein_coding
ENSG00000104419	ENST00000519580	protein_coding
ENSG00000134242	ENST00000538253	protein_coding
ENSG00000104419	ENST00000522890	protein_coding
ENSG00000196636	ENST00000360382	protein_coding
ENSG00000166004	ENST00000325212	protein_coding
ENSG00000204628	ENST00000514455	protein_coding
ENSG00000104419	ENST00000520943	protein_coding
ENSG00000272658	ENST00000528054	protein_coding
ENSG00000204628	ENST00000509148	protein_coding
ENSG00000104419	ENST00000521544	protein_coding
ENSG00000166004	ENST00000531877	protein_coding
ENSG00000104419	ENST00000522738	protein_coding
ENSG00000104419	ENST00000523892	protein_coding
ENSG00000166004	ENST00000531700	protein_coding
ENSG00000166004	ENST00000530425	protein_coding
ENSG00000160117	ENST00000394458	protein_coding
ENSG00000160117	ENST00000394458	protein_coding
ENSG00000160117	ENST00000394458	protein_coding
ENSG00000160117	ENST00000394458	protein_coding
ENSG00000104419	ENST00000354944	protein_coding
ENSG00000166004	ENST00000531404	protein_coding
ENSG00000168389	ENST00000420632	protein_coding
ENSG00000204628	ENST00000502905	protein_coding
ENSG00000166004	ENST00000529185	protein_coding
ENSG00000160117	ENST00000404085	protein_coding
ENSG00000104419	ENST00000537882	protein_coding
ENSG00000222561	ENST00000410629	snRNA
ENSG00000131558	ENST00000253861	protein_coding
ENSG00000166004	ENST00000411936	protein_coding
ENSG00000160117	ENST00000594072	protein_coding
ENSG00000160117	ENST00000598347	protein_coding
ENSG00000204628	ENST00000507756	protein_coding
ENSG00000160117	ENST00000433424	protein_coding
ENSG00000166004	ENST00000344196	protein_coding
ENSG00000213903	ENST00000553481	protein_coding
ENSG00000204628	ENST00000511566	protein_coding
ENSG00000153006	ENST00000513458	protein_coding
ENSG00000213903	ENST00000345363	protein_coding
ENSG00000204628	ENST00000509535	protein_coding
ENSG00000213903	ENST00000396789	protein_coding
ENSG00000117148	ENST00000375406	protein_coding
ENSG00000204628	ENST00000504128	protein_coding
ENSG00000213903	ENST00000556141	protein_coding
ENSG00000188761	ENST00000393316	protein_coding
ENSG00000006128	ENST00000319273	protein_coding
ENSG00000204628	ENST00000376817	protein_coding
ENSG00000213903	ENST00000396782	protein_coding
ENSG00000006128	ENST00000350485	protein_coding
ENSG00000188761	ENST00000393320	protein_coding
ENSG00000204628	ENST00000512805	protein_coding
ENSG00000006128	ENST00000346867	protein_coding
ENSG00000188761	ENST00000471267	protein_coding
ENSG00000204628	ENST00000504726	protein_coding
ENSG00000204628	ENST00000511900	protein_coding
ENSG00000119919	ENST00000344586	protein_coding
ENSG00000131558	ENST00000539845	protein_coding
ENSG00000131558	ENST00000545148	protein_coding
ENSG00000204628	ENST00000512968	protein_coding
ENSG00000204628	ENST00000510199	protein_coding
ENSG00000131558	ENST00000541309	protein_coding
ENSG00000204628	ENST00000502844	protein_coding
ENSG00000204628	ENST00000507000	protein_coding
ENSG00000267281	ENST00000591834	protein_coding
ENSG00000204628	ENST00000503081	protein_coding
ENSG00000204628	ENST00000513027	protein_coding
ENSG00000117154	ENST00000251296	protein_coding
ENSG00000117154	ENST00000412684	protein_coding
ENSG00000139574	ENST00000267017	protein_coding
ENSG00000160818	ENST00000334588	protein_coding
ENSG00000139574	ENST00000609999	protein_coding
ENSG00000140521	ENST00000268124	protein_coding
ENSG00000140521	ENST00000268124	protein_coding
ENSG00000204628	ENST00000456394	protein_coding
ENSG00000140521	ENST00000442287	protein_coding
ENSG00000198685	ENST00000356020	protein_coding
ENSG00000179023	ENST00000400664	protein_coding
ENSG00000140521	ENST00000526314	protein_coding
ENSG00000114455	ENST00000467282	protein_coding
ENSG00000114455	ENST00000463019	protein_coding
ENSG00000114455	ENST00000491820	protein_coding
ENSG00000114455	ENST00000467562	protein_coding
ENSG00000114455	ENST00000482430	protein_coding
ENSG00000114455	ENST00000462629	protein_coding
ENSG00000114455	ENST00000357759	protein_coding
ENSG00000114455	ENST00000467761	protein_coding
ENSG00000114455	ENST00000489514	protein_coding
ENSG00000114455	ENST00000482099	protein_coding
ENSG00000124120	ENST00000262605	protein_coding
ENSG00000124120	ENST00000262605	protein_coding
